company_name,ticker,exchange,us_investable_class,decisions_tracked,approvals_tracked,crls_tracked,withdrawals_flagged,priority_review_count,accelerated_approval_count,standard_review_count,pathway_known_count,success_rate_pct,success_rate_wilson_lower_pct,success_rate_shrunk_pct,price_events,positive_reaction_rate_pct,median_pct_on_decision,median_pct_t1,pipeline_programs,advanced_count,paused_count,pipeline_progression_pct,score_outcome,score_market,score_experience,score_pathway,score_pipeline,total_score_0_100,grade,confidence,last_decision_date,recency_days,data_scope,inputs_source,notes
Aquestive Therapeutics Inc.,AQST,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2026-01-30,225,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Arena Pharmaceuticals (acquired by Eisai 2022),ARNA,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,1,0,0,0,0,50.0,9.5,74.4,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2012-06-27,5190,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (1 approval rows), data/fda_crl_master.csv (0 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (FDA-decisions-only)","Outcome: 1 approvals / 0 CRLs / 1 withdrawals flagged -> shrunk rate 74.4% (raw 50.0%, Wilson95 LB 9.5%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: FDA-decisions-only scorecard - progression deliberately not estimated | Component weights re-normalised over available components: outcome=30, experience=20."
Armstrong Pharmaceuticals,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2014-05-22,4496,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
"Armstrong Pharmaceuticals, Inc.",,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2016-12-23,3550,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
"ARS Pharmaceuticals, Inc.",SPRY,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2023-09-19,1089,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Ascelia Pharma AB,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2026-07-02,72,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Ascendis Pharma Bone Diseases A/S,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2023-04-28,1233,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
"Astellas Pharma US, Inc",,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2024-11-15,666,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
"Atara Biotherapeutics, Inc.",ATRA,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2025-01-15,605,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
"Belcher Pharmaceuticals, LLC.",,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2015-12-09,3930,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
BendaRx USA Corporation,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2024-01-17,969,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Bio-Thera Solutions Ltd.,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2021-11-19,1758,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Bioprojet Pharma,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2019-08-14,2586,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
"Bioverativ USA, Inc.",,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2020-11-13,2129,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Botanix SB Inc.,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2023-09-22,1086,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Cadence Pharmaceuticals,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2010-02-10,6058,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
Camargo Pharmaceutical Services,,,,1,0,1,0,0,0,0,0,0.0,0.0,68.0,0,,,,,,,,0.0,,10.81,,,10.8,E,Low,2016-04-15,3802,Verified - components used: outcome+experience (FDA decisions only),"computed by scripts/build_company_scores.py on 2026-09-12 from data/fda_decisions_master.csv (0 approval rows), data/fda_crl_master.csv (1 CRL rows), data/stock_price_snapshots.csv (0 priced events), data/company_scorecards.csv (none)","Outcome: 0 approvals / 1 CRLs / 0 withdrawals flagged -> shrunk rate 68.0% (raw 0.0%, Wilson95 LB 0.0%, prior 90.6% x k=3) mapped through the 75%-100% calibration band -> 0.00 of the component | Market: no verified price events for this ticker (blank, not estimated) | Experience: 1 tracked decisions -> 0.27 (saturates at 12) | Pathway: review_pathway not published for these rows (left blank upstream) | Pipeline: no pipeline scorecard on file | Component weights re-normalised over available components: outcome=30, experience=20."
